variant,reliability_source,epoch,step,step_in_epoch,case,patch_index,patch_kind,augmentation,loss,gradient_norm,update_delta_norm,learning_rate,weight_decay,test_labels_used_in_loss,pseudo_positive_voxels_value,pseudo_negative_voxels_value,positive_fraction_value,positive_weight_sum_value,positive_weight_mean_value,L_pos_value,negative_weight_sum_value,negative_weight_mean_value,L_neg_value,total_loss_value
A0_confidence_rank,confidence_rank,4,219,39,MET_PA19.nii.gz,0,context,blur:1.5,0.0,4.2561706239678163e-16,0.0021131758112460375,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,220,40,MET_PA19.nii.gz,1,foreground,gamma:0.3,0.0006358607206493616,0.00482688145712018,0.0019351935479789972,0.0001,0.0,False,183634,6894254,0.025944745168089867,4219.3125,0.022976748645305634,0.0010676687816157937,3534725.25,0.5127059817314148,0.0002040527033386752,0.0006358607206493616
A0_confidence_rank,confidence_rank,4,221,41,HEM_PA24.nii.gz,0,context,gamma:0.3,0.0,3.8876175227179567e-17,0.0017460802337154746,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,222,42,HEM_PA24.nii.gz,1,foreground,blur:1.5,0.01279523130506277,0.09570503979921341,0.002106712432578206,0.0001,0.0,False,241542,6836346,0.03412628173828125,6929.01220703125,0.02868657372891903,0.024387851357460022,3532015.5,0.516652524471283,0.0012026113690808415,0.01279523130506277
A0_confidence_rank,confidence_rank,4,223,43,CYST_PA74.nii.gz,0,context,blur:1.5,0.0,2.0490127217149103e-15,0.0019007994560524821,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,224,44,CYST_PA74.nii.gz,1,foreground,gamma:0.3,0.00022577244089916348,0.0014121653512120247,0.0017192361410707235,0.0001,0.0,False,258931,6818957,0.03658308833837509,11661.591796875,0.04503745213150978,0.00030983766191639006,3527283.0,0.5172760486602783,0.0001417072198819369,0.00022577244089916348
A0_confidence_rank,confidence_rank,4,225,45,HEM_PA34.nii.gz,0,context,gamma:0.3,0.0,7.405470753245929e-17,0.001551164546981454,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,226,46,HEM_PA34.nii.gz,1,foreground,blur:1.5,0.0017048658337444067,0.00933816283941269,0.001437388826161623,0.0001,0.0,False,293538,6784350,0.04147254303097725,14137.564453125,0.048162635415792465,0.0020904582925140858,3524807.0,0.5195496678352356,0.0013192732585594058,0.0017048658337444067
A0_confidence_rank,confidence_rank,4,227,47,FNH_PA32.nii.gz,0,context,blur:1.5,0.020098406821489334,0.2950165569782257,0.0025406326167285442,0.0001,0.0,False,82806,6995082,0.011699252761900425,931.338134765625,0.01124723069369793,0.04017752408981323,3538013.0,0.5057857632637024,1.929119389387779e-05,0.020098406821489334
A0_confidence_rank,confidence_rank,4,228,48,FNH_PA32.nii.gz,1,foreground,gamma:0.3,0.00045066719758324325,0.004691817797720432,0.0023137973621487617,0.0001,0.0,False,284258,6793630,0.04016141593456268,9376.482421875,0.03298581764101982,0.0008465598803013563,3529568.0,0.5195407867431641,5.477451850310899e-05,0.00045066719758324325
A0_confidence_rank,confidence_rank,4,229,49,FNH_PA10.nii.gz,0,context,gamma:0.3,0.0,2.65953945877747e-16,0.002087520668283105,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,4,230,50,FNH_PA10.nii.gz,1,foreground,blur:1.5,0.00238097389228642,0.016977550461888313,0.001841874560341239,0.0001,0.0,False,863052,6214836,0.1219363734126091,110851.6875,0.12844149768352509,0.0014520747354254127,3428093.0,0.551598310470581,0.003309873165562749,0.00238097389228642
A0_confidence_rank,confidence_rank,4,231,51,CYST_PA54.nii.gz,0,context,blur:1.5,0.007465516682714224,0.08732633292675018,0.002280585002154112,0.0001,0.0,False,84090,6993798,0.011880663223564625,1204.2921142578125,0.014321466907858849,0.01489908155053854,3537740.25,0.5058396458625793,3.195148383383639e-05,0.007465516682714224
A0_confidence_rank,confidence_rank,4,232,52,CYST_PA54.nii.gz,1,foreground,gamma:0.3,0.0005994211533106863,0.00611727824434638,0.0020919903181493282,0.0001,0.0,False,231321,6846567,0.032682206481695175,7036.67822265625,0.030419539660215378,0.0011660876916721463,3531907.5,0.5158654451370239,3.2754571293480694e-05,0.0005994211533106863
A0_confidence_rank,confidence_rank,4,233,53,CYST_PA53.nii.gz,0,context,gamma:0.3,0.00033482565777376294,0.003111121477559209,0.0019046526867896318,0.0001,0.0,False,256227,6821661,0.036201052367687225,10988.005859375,0.042883869260549545,0.0006263726390898228,3527956.5,0.517169713973999,4.327869100961834e-05,0.00033482565777376294
A0_confidence_rank,confidence_rank,4,234,54,CYST_PA53.nii.gz,1,foreground,blur:1.5,0.005290621425956488,0.04638790711760521,0.0020289199892431498,0.0001,0.0,False,395200,6682688,0.05583586543798447,20415.50390625,0.051658663898706436,0.010414056479930878,3518529.0,0.5265140533447266,0.00016718657570891082,0.005290621425956488
A0_confidence_rank,confidence_rank,4,235,55,CYST_PA38.nii.gz,0,context,blur:1.5,0.010001077316701412,0.08096160739660263,0.0023638547863811255,0.0001,0.0,False,48054,7029834,0.0067893136292696,471.3070068359375,0.009807862341403961,0.019994240254163742,3538473.25,0.5033509135246277,7.914347406767774e-06,0.010001077316701412
A0_confidence_rank,confidence_rank,4,236,56,CYST_PA38.nii.gz,1,foreground,gamma:0.3,0.0003978563763666898,0.004147544968873262,0.0021560396999120712,0.0001,0.0,False,227620,6850268,0.03215930983424187,6472.423828125,0.02843521535396576,0.0007662065327167511,3532472.0,0.5156691670417786,2.9506203645723872e-05,0.0003978563763666898
A0_confidence_rank,confidence_rank,4,237,57,HEM_PA66.nii.gz,0,context,gamma:0.3,0.0008044381393119693,0.01430584117770195,0.0020128001924604177,0.0001,0.0,False,50026,7027862,0.007067927625030279,434.0385437011719,0.008676259778439999,0.001600917661562562,3538510.5,0.5034974217414856,7.958666174090467e-06,0.0008044381393119693
A0_confidence_rank,confidence_rank,4,238,58,HEM_PA66.nii.gz,1,foreground,blur:1.5,0.0037631471641361713,0.0383342020213604,0.002107163891196251,0.0001,0.0,False,240303,6837585,0.033951230347156525,6582.3681640625,0.027391953393816948,0.007474592886865139,3532362.0,0.5166096091270447,5.170141957933083e-05,0.0037631471641361713
A0_confidence_rank,confidence_rank,4,239,59,HEM_PA56.nii.gz,0,context,blur:1.5,0.003312472254037857,0.06847533583641052,0.002280581509694457,0.0001,0.0,False,84305,6993583,0.011911039240658283,890.8877563476562,0.010567436926066875,0.006605891976505518,3538053.75,0.5059000253677368,1.905275166791398e-05,0.003312472254037857
A0_confidence_rank,confidence_rank,4,240,60,HEM_PA56.nii.gz,1,foreground,gamma:0.3,0.0004126515705138445,0.0029892679303884506,0.002076404634863138,0.0001,0.0,False,386275,6691613,0.05457489565014839,17199.609375,0.0445268489420414,0.0007551445160061121,3521745.0,0.5262923836708069,7.015862502157688e-05,0.0004126515705138445
A0_confidence_rank,confidence_rank,5,241,1,HEM_PA99.nii.gz,0,context,gamma:0.3,0.0,1.0119485680188181e-14,0.0018731399904936552,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,242,2,HEM_PA99.nii.gz,1,foreground,blur:1.5,0.007691688369959593,0.057132232934236526,0.0019910053815692663,0.0001,0.0,False,396016,6681872,0.055951155722141266,19013.6796875,0.04801240190863609,0.01430507842451334,3519931.0,0.5267881751060486,0.0010782986646518111,0.007691688369959593
A0_confidence_rank,confidence_rank,5,243,3,HCC_10140276_20170721.nii.gz,0,context,blur:1.5,0.03337681666016579,0.2605801224708557,0.0031678348314017057,0.0001,0.0,False,31095,7046793,0.0043932595290243626,163.19268798828125,0.005248196888715029,0.06641428172588348,3538781.25,0.5021832585334778,0.0003393491206225008,0.03337681666016579
A0_confidence_rank,confidence_rank,5,244,4,HCC_10140276_20170721.nii.gz,1,foreground,gamma:0.3,0.0012192482827231288,0.011702379211783409,0.002934896619990468,0.0001,0.0,False,182908,6894980,0.025842173025012016,6179.546875,0.03378500044345856,0.00220272084698081,3532765.0,0.5123677253723145,0.0002357756602577865,0.0012192482827231288
A0_confidence_rank,confidence_rank,5,245,5,HEM_PA97.nii.gz,0,context,gamma:0.3,0.003095625899732113,0.041075728833675385,0.002806025790050626,0.0001,0.0,False,29498,7048390,0.004167627543210983,102.88675689697266,0.0034879231825470924,0.006090804003179073,3538841.75,0.5020779967308044,0.00010044789814855903,0.003095625899732113
A0_confidence_rank,confidence_rank,5,246,6,HEM_PA97.nii.gz,1,foreground,blur:1.5,0.03768705949187279,0.2778450548648834,0.0048434617929160595,0.0001,0.0,False,279722,6798166,0.03952054679393768,8251.091796875,0.029497472569346428,0.07195873558521271,3530693.5,0.5193597078323364,0.0034153854940086603,0.03768705949187279
A0_confidence_rank,confidence_rank,5,247,7,CYST_PA69.nii.gz,0,context,blur:1.5,0.0,1.128820480015072e-14,0.004369103349745274,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,248,8,CYST_PA69.nii.gz,1,foreground,gamma:0.3,0.0026902789250016212,0.015477020293474197,0.004017372149974108,0.0001,0.0,False,435849,6642039,0.061578962951898575,21243.61328125,0.04874076321721077,0.003828016808256507,3517701.0,0.5296115875244141,0.0015525410417467356,0.0026902789250016212
A0_confidence_rank,confidence_rank,5,249,9,HCC_10076307_20130925.nii.gz,0,context,gamma:0.3,0.010003366507589817,0.23436851799488068,0.004772360436618328,0.0001,0.0,False,14673,7063215,0.0020730760879814625,24.969104766845703,0.001701704110018909,0.01975352317094803,3538920.0,0.5010352730751038,0.00025320984423160553,0.010003366507589817
A0_confidence_rank,confidence_rank,5,250,10,HCC_10076307_20130925.nii.gz,1,foreground,blur:1.5,0.016741052269935608,0.14971940219402313,0.005333823151886463,0.0001,0.0,False,230690,6847198,0.03259305655956268,7284.2744140625,0.03157602995634079,0.03011750616133213,3531660.0,0.5157817602157593,0.0033645976800471544,0.016741052269935608
A0_confidence_rank,confidence_rank,5,251,11,CYST_PA20.nii.gz,0,context,blur:1.5,0.05986950173974037,0.856153130531311,0.00922125019133091,0.0001,0.0,False,7532,7070356,0.001064159208908677,8.132865905761719,0.0010797750437632203,0.11711841076612473,3538935.75,0.5005314946174622,0.0026205910835415125,0.05986950173974037
A0_confidence_rank,confidence_rank,5,252,12,CYST_PA20.nii.gz,1,foreground,gamma:0.3,0.00032307091169059277,0.0026358989998698235,0.00832343753427267,0.0001,0.0,False,230686,6847202,0.03259249031543732,10475.728515625,0.04541120305657387,0.00043911358807235956,3528468.75,0.5153154134750366,0.0002070282062049955,0.00032307091169059277
A0_confidence_rank,confidence_rank,5,253,13,CYST_PA56.nii.gz,0,context,gamma:0.3,0.0,1.8384897765757872e-16,0.007507897913455963,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,254,14,CYST_PA56.nii.gz,1,foreground,blur:1.5,0.005823989398777485,0.05325257405638695,0.0070107243955135345,0.0001,0.0,False,259412,6818476,0.036651045083999634,12435.20703125,0.047936130315065384,0.009086685255169868,3526509.25,0.5171990394592285,0.002561293775215745,0.005823989398777485
A0_confidence_rank,confidence_rank,5,255,15,HCC_10136895_20170421.nii.gz,0,context,blur:1.5,0.017544768750667572,0.12629100680351257,0.006872605532407761,0.0001,0.0,False,31005,7046883,0.0043805441819131374,105.49566650390625,0.003402537200599909,0.019015736877918243,3538839.25,0.502185046672821,0.01607379876077175,0.017544768750667572
A0_confidence_rank,confidence_rank,5,256,16,HCC_10136895_20170421.nii.gz,1,foreground,gamma:0.3,0.0024196000304073095,0.022111663594841957,0.006285484414547682,0.0001,0.0,False,257228,6820660,0.03634247928857803,9439.25390625,0.03669605776667595,0.004406859166920185,3529505.25,0.5174726843833923,0.00043234103941358626,0.0024196000304073095
A0_confidence_rank,confidence_rank,5,257,17,MET_PA13.nii.gz,0,context,gamma:0.3,0.0,2.9181347132817165e-17,0.005669451784342527,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,258,18,MET_PA13.nii.gz,1,foreground,blur:1.5,0.007859132252633572,0.05078396201133728,0.005078375805169344,0.0001,0.0,False,213869,6864019,0.030216500163078308,5752.94091796875,0.026899367570877075,0.004748091567307711,3533191.5,0.5147408843040466,0.01097017340362072,0.007859132252633572
A0_confidence_rank,confidence_rank,5,259,19,HCC_10074592_20130816.nii.gz,0,context,blur:1.5,0.0069582536816596985,0.016867857426404953,0.004579250235110521,0.0001,0.0,False,3899,7073989,0.0005508705507963896,14.086027145385742,0.003612728090956807,0.005784442648291588,3538931.0,0.5002737641334534,0.00813206471502781,0.0069582536816596985
A0_confidence_rank,confidence_rank,5,260,20,HCC_10074592_20130816.nii.gz,1,foreground,gamma:0.3,0.0012624256778508425,0.01882150210440159,0.004171361215412617,0.0001,0.0,False,253900,6823988,0.035872284322977066,13222.333984375,0.05207693576812744,0.0021956609562039375,3525722.25,0.5166659355163574,0.0003291902830824256,0.0012624256778508425
A0_confidence_rank,confidence_rank,5,261,21,CYST_PA19.nii.gz,0,context,gamma:0.3,0.0,2.7097028674962376e-16,0.003762418869882822,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,262,22,CYST_PA19.nii.gz,1,foreground,blur:1.5,0.0041093891486525536,0.018512677401304245,0.003420489141717553,0.0001,0.0,False,217747,6860141,0.030764402821660042,8968.357421875,0.04118705540895462,0.004441913217306137,3529976.0,0.5145632028579712,0.0037768648471683264,0.0041093891486525536
A0_confidence_rank,confidence_rank,5,263,23,HEM_PA13.nii.gz,0,context,blur:1.5,0.0,4.2487601444705252e-16,0.003085114760324359,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,264,24,HEM_PA13.nii.gz,1,foreground,gamma:0.3,0.0010889976983889937,0.006701129488646984,0.0027832486666738987,0.0001,0.0,False,345692,6732196,0.048841122537851334,14172.2685546875,0.04099680855870247,0.0010551493614912033,3524772.25,0.5235694646835327,0.0011228460352867842,0.0010889976983889937
A0_confidence_rank,confidence_rank,5,265,25,HCC_10142924_20170911.nii.gz,0,context,gamma:0.3,0.0012336198706179857,0.01647389680147171,0.0026226057671010494,0.0001,0.0,False,11022,7066866,0.0015572442207485437,16.235227584838867,0.001472983742132783,0.0022671136539429426,3538928.25,0.5007776021957397,0.00020012604363728315,0.0012336198706179857
A0_confidence_rank,confidence_rank,5,266,26,HCC_10142924_20170911.nii.gz,1,foreground,blur:1.5,0.0031230957247316837,0.02009851671755314,0.00246390956453979,0.0001,0.0,False,179460,6898428,0.02535502053797245,11688.35546875,0.06513070315122604,0.0038092073518782854,3527256.0,0.5113130211830139,0.0024369838647544384,0.0031230957247316837
A0_confidence_rank,confidence_rank,5,267,27,MET_PA25.nii.gz,0,context,blur:1.5,0.0,7.243767531403653e-16,0.0022222630213946104,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,268,28,MET_PA25.nii.gz,1,foreground,gamma:0.3,0.00026065745623782277,0.0019651446491479874,0.002018448431044817,0.0001,0.0,False,195115,6882773,0.02756683900952339,6746.33984375,0.03457622602581978,0.0003911122912541032,3532198.25,0.5131940245628357,0.00013020265032537282,0.00026065745623782277
A0_confidence_rank,confidence_rank,5,269,29,HCC_10147777_20171222.nii.gz,0,context,gamma:0.3,0.001881055417470634,0.03374071419239044,0.0019756366964429617,0.0001,0.0,False,48112,7029776,0.006797507870942354,337.4471435546875,0.007013783324509859,0.003736719489097595,3538607.0,0.5033740997314453,2.5391276722075418e-05,0.001881055417470634
A0_confidence_rank,confidence_rank,5,270,30,HCC_10147777_20171222.nii.gz,1,foreground,blur:1.5,0.03903092071413994,0.3622051775455475,0.004483561031520367,0.0001,0.0,False,228868,6849020,0.032335635274648666,8984.70703125,0.03925715759396553,0.07359077036380768,3529960.0,0.5153963565826416,0.004471070598810911,0.03903092071413994
A0_confidence_rank,confidence_rank,5,271,31,HCC_PA0.nii.gz,0,context,blur:1.5,0.0,1.543944657079945e-15,0.004043726250529289,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,272,32,HCC_PA0.nii.gz,1,foreground,gamma:0.3,0.0021627256646752357,0.01943298801779747,0.003579538781195879,0.0001,0.0,False,1135813,5942075,0.16047343611717224,188333.0,0.1658133864402771,0.0015753968618810177,3350611.5,0.5638790130615234,0.0027500547003000975,0.0021627256646752357
A0_confidence_rank,confidence_rank,5,273,33,CYST_PA37.nii.gz,0,context,gamma:0.3,0.0,8.682805040383784e-17,0.0032283447217196226,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,274,34,CYST_PA37.nii.gz,1,foreground,blur:1.5,0.006266545504331589,0.042735688388347626,0.003207616973668337,0.0001,0.0,False,202150,6875738,0.028560779988765717,6514.08544921875,0.03222401812672615,0.009740869514644146,3532430.5,0.5137529373168945,0.002792221959680319,0.006266545504331589
A0_confidence_rank,confidence_rank,5,275,35,ICC_PA18.nii.gz,0,context,blur:1.5,0.0,3.1008057195725707e-15,0.0028928739484399557,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,276,36,ICC_PA18.nii.gz,1,foreground,gamma:0.3,0.0018591436091810465,0.01559665147215128,0.0025626232381910086,0.0001,0.0,False,831496,6246392,0.11747798323631287,121992.3671875,0.14671431481838226,0.0012800695840269327,3416952.0,0.5470280647277832,0.0024382176343351603,0.0018591436091810465
A0_confidence_rank,confidence_rank,5,277,37,HCC_10081574_20140213.nii.gz,0,context,gamma:0.3,0.0012659616768360138,0.09224727749824524,0.002239965135231614,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0012659616768360138,0.0012659616768360138
A0_confidence_rank,confidence_rank,5,278,38,HCC_10081574_20140213.nii.gz,1,foreground,blur:1.5,0.0021345485001802444,0.009372181259095669,0.002102210419252515,0.0001,0.0,False,217923,6859965,0.030789269134402275,10461.2939453125,0.04800454527139664,0.0023709286469966173,3528483.25,0.5143588185310364,0.0018981685861945152,0.0021345485001802444
A0_confidence_rank,confidence_rank,5,279,39,MET_PA19.nii.gz,0,context,blur:1.5,0.0,3.61027226748395e-16,0.0018958841683343053,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,280,40,MET_PA19.nii.gz,1,foreground,gamma:0.3,0.0006814971566200256,0.004711820278316736,0.0017411225708201528,0.0001,0.0,False,183634,6894254,0.025944745168089867,4219.3125,0.022976748645305634,0.0009947188664227724,3534725.25,0.5127059817314148,0.0003682754177134484,0.0006814971566200256
A0_confidence_rank,confidence_rank,5,281,41,HEM_PA24.nii.gz,0,context,gamma:0.3,0.0,5.414235591466223e-17,0.001570216496475041,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,282,42,HEM_PA24.nii.gz,1,foreground,blur:1.5,0.006585991010069847,0.05630950629711151,0.0018965252675116062,0.0001,0.0,False,241542,6836346,0.03412628173828125,6929.01220703125,0.02868657372891903,0.01113626454025507,3532015.5,0.516652524471283,0.002035717945545912,0.006585991010069847
A0_confidence_rank,confidence_rank,5,283,43,CYST_PA74.nii.gz,0,context,blur:1.5,0.0,8.05868098929807e-16,0.0017103434074670076,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,284,44,CYST_PA74.nii.gz,1,foreground,gamma:0.3,0.00027468515327200294,0.0022437183652073145,0.001536975963972509,0.0001,0.0,False,258931,6818957,0.03658308833837509,11661.591796875,0.04503745213150978,0.0002314744342584163,3527283.0,0.5172760486602783,0.0003178958722855896,0.00027468515327200294
A0_confidence_rank,confidence_rank,5,285,45,HEM_PA34.nii.gz,0,context,gamma:0.3,0.0,1.0546915446031646e-16,0.0013860742328688502,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,286,46,HEM_PA34.nii.gz,1,foreground,blur:1.5,0.001560696866363287,0.006924829911440611,0.0012719639344140887,0.0001,0.0,False,293538,6784350,0.04147254303097725,14137.564453125,0.048162635415792465,0.0014214235125109553,3524807.0,0.5195496678352356,0.0016999702202156186,0.001560696866363287
A0_confidence_rank,confidence_rank,5,287,47,FNH_PA32.nii.gz,0,context,blur:1.5,0.015735356137156487,0.25843295454978943,0.0028038148302584887,0.0001,0.0,False,82806,6995082,0.011699252761900425,931.338134765625,0.01124723069369793,0.03143236041069031,3538013.0,0.5057857632637024,3.835140523733571e-05,0.015735356137156487
A0_confidence_rank,confidence_rank,5,288,48,FNH_PA32.nii.gz,1,foreground,gamma:0.3,0.0004658360267058015,0.004801372066140175,0.0025628828443586826,0.0001,0.0,False,284258,6793630,0.04016141593456268,9376.482421875,0.03298581764101982,0.0008532909560017288,3529568.0,0.5195407867431641,7.838111923774704e-05,0.0004658360267058015
A0_confidence_rank,confidence_rank,5,289,49,FNH_PA10.nii.gz,0,context,gamma:0.3,0.0,2.202354696046382e-15,0.0023112003691494465,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538944.5,0.5000000596046448,0.0,0.0
A0_confidence_rank,confidence_rank,5,290,50,FNH_PA10.nii.gz,1,foreground,blur:1.5,0.0037539093755185604,0.03918331861495972,0.0019370371010154486,0.0001,0.0,False,863052,6214836,0.1219363734126091,110851.6875,0.12844149768352509,0.001223206054419279,3428093.0,0.551598310470581,0.006284612696617842,0.0037539093755185604
A0_confidence_rank,confidence_rank,5,291,51,CYST_PA54.nii.gz,0,context,blur:1.5,0.006148755084723234,0.08294696360826492,0.0026086834259331226,0.0001,0.0,False,84090,6993798,0.011880663223564625,1204.2921142578125,0.014321466907858849,0.012250462546944618,3537740.25,0.5058396458625793,4.70480190415401e-05,0.006148755084723234
A0_confidence_rank,confidence_rank,5,292,52,CYST_PA54.nii.gz,1,foreground,gamma:0.3,0.00036681265919469297,0.003325763624161482,0.0023779815528541803,0.0001,0.0,False,231321,6846567,0.032682206481695175,7036.67822265625,0.030419539660215378,0.0006423464510589838,3531907.5,0.5158654451370239,9.127886733040214e-05,0.00036681265919469297
A0_confidence_rank,confidence_rank,5,293,53,CYST_PA53.nii.gz,0,context,gamma:0.3,0.00037994288140907884,0.003903844626620412,0.0021815502550452948,0.0001,0.0,False,256227,6821661,0.036201052367687225,10988.005859375,0.042883869260549545,0.0007141750538721681,3527956.5,0.517169713973999,4.5710712583968416e-05,0.00037994288140907884
A0_confidence_rank,confidence_rank,5,294,54,CYST_PA53.nii.gz,1,foreground,blur:1.5,0.005198196973651648,0.049377940595149994,0.0025056630838662386,0.0001,0.0,False,395200,6682688,0.05583586543798447,20415.50390625,0.051658663898706436,0.010234922170639038,3518529.0,0.5265140533447266,0.00016147208225447685,0.005198196973651648
A0_confidence_rank,confidence_rank,5,295,55,CYST_PA38.nii.gz,0,context,blur:1.5,0.00954771414399147,0.11482872068881989,0.003280425677075982,0.0001,0.0,False,48054,7029834,0.0067893136292696,471.3070068359375,0.009807862341403961,0.019079839810729027,3538473.25,0.5033509135246277,1.55877187353326e-05,0.00954771414399147
A0_confidence_rank,confidence_rank,5,296,56,CYST_PA38.nii.gz,1,foreground,gamma:0.3,0.00020765545195899904,0.0018091457895934582,0.0029719604644924402,0.0001,0.0,False,227620,6850268,0.03215930983424187,6472.423828125,0.02843521535396576,0.00034810035140253603,3532472.0,0.5156691670417786,6.721054523950443e-05,0.00020765545195899904
A0_confidence_rank,confidence_rank,5,297,57,HEM_PA66.nii.gz,0,context,gamma:0.3,0.00047320418525487185,0.009191698394715786,0.002750875661149621,0.0001,0.0,False,50026,7027862,0.007067927625030279,434.0385437011719,0.008676259778439999,0.0009283724939450622,3538510.5,0.5034974217414856,1.803588202164974e-05,0.00047320418525487185
A0_confidence_rank,confidence_rank,5,298,58,HEM_PA66.nii.gz,1,foreground,blur:1.5,0.0019551324658095837,0.02166810818016529,0.0027145922649651766,0.0001,0.0,False,240303,6837585,0.033951230347156525,6582.3681640625,0.027391953393816948,0.003823160193860531,3532362.0,0.5166096091270447,8.710458496352658e-05,0.0019551324658095837
A0_confidence_rank,confidence_rank,5,299,59,HEM_PA56.nii.gz,0,context,blur:1.5,0.002058687387034297,0.0467042475938797,0.002829296514391899,0.0001,0.0,False,84305,6993583,0.011911039240658283,890.8877563476562,0.010567436926066875,0.00408976012840867,3538053.75,0.5059000253677368,2.7614421924226917e-05,0.002058687387034297
A0_confidence_rank,confidence_rank,5,300,60,HEM_PA56.nii.gz,1,foreground,gamma:0.3,0.000301737105473876,0.002373676048591733,0.002571447752416134,0.0001,0.0,False,386275,6691613,0.05457489565014839,17199.609375,0.0445268489420414,0.0005294920993037522,3521745.0,0.5262923836708069,7.398213347187266e-05,0.000301737105473876
A1_world_pairwise,world_pairwise,1,1,1,HEM_PA99.nii.gz,0,context,gamma:0.3,0.0,1.9500341689711667e-15,1.9500344047851392e-11,0.0001,0.0,False,0,7077888,0.0,0.0,0.0,0.0,3538943.5,0.4999999403953552,0.0,0.0
A1_world_pairwise,world_pairwise,1,2,2,HEM_PA99.nii.gz,1,foreground,blur:1.5,0.02954503521323204,0.03057960793375969,0.028144055977463722,0.0001,0.0,False,396016,6681872,0.055951155722141266,46993.02734375,0.1186644658446312,0.05822227522730827,3491950.5,0.5226006507873535,0.0008677967125549912,0.02954503521323204
A1_world_pairwise,world_pairwise,1,3,3,HCC_10140276_20170721.nii.gz,0,context,blur:1.5,1.462522029876709,1.6772477626800537,0.03474181145429611,0.0001,0.0,False,31095,7046793,0.0043932595290243626,315.52691650390625,0.01014719158411026,2.9249653816223145,3538628.0,0.5021615028381348,7.870499393902719e-05,1.462522029876709
A1_world_pairwise,world_pairwise,1,4,4,HCC_10140276_20170721.nii.gz,1,foreground,gamma:0.3,0.11622565239667892,0.30089178681373596,0.03311162069439888,0.0001,0.0,False,182908,6894980,0.025842173025012016,4559.4814453125,0.024927731603384018,0.2322780340909958,3534384.0,0.5126025080680847,0.00017326994566246867,0.11622565239667892
A1_world_pairwise,world_pairwise,1,5,5,HEM_PA97.nii.gz,0,context,gamma:0.3,12.382307052612305,99.80355072021484,0.029956500977277756,0.0001,0.0,False,29498,7048390,0.004167627543210983,151.93206787109375,0.005150588694959879,24.76461410522461,3538791.5,0.5020709037780762,1.6297465800077434e-16,12.382307052612305
